Time_Point,Voltage
392,2.356503530145068e-13
393,2.7361782292454655e-13
394,8.861712143676097e-14
395,-1.3690015392359074e-14
396,5.477274472434727e-15
397,-4.38595610093741e-15
398,-9.25960193770209e-15
399,-4.500871242976041e-14
400,4.9749041237973276e-14
401,3.624165895683607e-14
402,2.0645008155767488e-14
403,5.07150380165686e-14
404,5.564611906635353e-14
405,7.602772698967881e-14
406,2.569547256246683e-13
407,1.1130835828930003e-13
408,2.075186716527187e-15
409,-1.6729739313900283e-13
410,-2.4448586519202834e-13
411,2.21043815153145e-15
412,3.5479149973255235e-14
413,-9.176133720808725e-15
414,-7.615204102654754e-14
415,8.688788577116773e-14
416,3.272506937830414e-14
417,3.098962343984954e-14
418,2.0171919613518028e-13
419,7.095121746000051e-14
420,-1.196704802539642e-13
421,8.756702099843126e-15
422,2.363226602221847e-14
423,2.609159306752532e-13
424,8.130384960702435e-14
425,1.223087819761343e-13
426,9.143959490716366e-15
427,-9.021536545648457e-14
428,4.15436818301828e-14
429,-3.827692010473805e-14
430,1.206043607216663e-13
431,1.9611011524456682e-13
432,-6.9831384125055275e-15
433,3.599155872629903e-14
434,-1.4486138368363104e-14
435,8.569686926225612e-14
436,-2.1757488296980172e-14
437,4.9629355795649023e-14
438,2.201433796860729e-13
439,5.821568970199818e-14
440,4.814749280822614e-14
441,-6.227409499909091e-14
442,8.323262267016938e-14
443,2.0701731092116707e-13
444,-5.3509485230886065e-14
445,-4.047022491387282e-15
446,3.54882229253705e-14
447,-1.137242701822599e-13
448,-3.6536624235587803e-14
449,-3.705116289160617e-14
450,1.402590720017489e-13
451,2.572487214863998e-13
452,-6.8571508193361346e-15
453,9.551573848026124e-14
454,1.6163842064891566e-14
455,-3.841710818288841e-14
456,-3.6105744689535283e-14
457,-3.2221881641321427e-14
458,-3.8931468617170654e-14
459,1.326195342047191e-13
460,6.793357188410041e-15
461,-1.202955996436939e-13
462,1.4144567142868208e-13
463,2.8222292301785266e-13
464,1.232707534175453e-13
465,-9.030136118907219e-14
466,9.069104578817302e-14
467,3.0620984910665724e-14
468,-2.545372922091596e-14
469,-1.1649660899334035e-14
470,6.342464456844732e-14
471,1.3648659407970535e-13
472,1.2833542712384332e-13
473,1.519556602532344e-13
474,1.2127551538372612e-13
475,2.844621878115122e-14
476,3.4680635265587917e-13
477,1.6713933410866776e-13
478,4.6791943911713085e-14
479,-7.988258911532581e-14
480,1.6163588958224014e-14
481,1.1568493778654732e-13
482,1.6433300936197697e-13
483,7.920769915480882e-14
484,3.8808258279317274e-14
485,9.259817743738615e-14
486,-2.2596645906116932e-14
487,1.1593912448186872e-13
488,-3.3953746132391254e-14
489,4.987152753182848e-14
490,-3.3655106790677396e-14
491,-9.166820364530953e-14
492,8.424699375551556e-15
493,-4.277672614466142e-15
494,-5.241152310322682e-15
495,2.1054857985453067e-13
496,-2.1986741591591054e-15
497,-2.1852511250235155e-13
498,-4.016509072874611e-14
499,1.2748672081881165e-13
500,1.641817910500916e-14
501,-1.0439792411936793e-13
502,1.5471128316703246e-13
503,-3.0757405962141094e-14
504,4.7601624461066226e-14
505,-3.2897375041434916e-14
506,-1.032361635857746e-13
507,3.145849941102835e-14
508,9.972473400137238e-15
509,-6.4931292410695676e-15
510,1.2963636938708146e-14
511,-7.921254814043213e-14
512,-3.465482795061476e-14
513,-1.5070472335370124e-13
514,-3.217992934691356e-13
515,-7.506332880619239e-14
516,-6.090637328389388e-14
517,9.169897551638959e-14
518,1.5885349803742938e-13
519,2.3330665084941294e-13
520,-7.632915337104517e-14
521,6.012188830752204e-14
522,-2.5571972913844837e-14
523,-4.930355953411578e-15
524,-3.607339078178587e-14
525,-3.247278799994874e-14
526,-6.126412765601269e-15
527,-9.659721649092243e-14
528,9.909892908362322e-14
529,5.49727263769156e-15
530,-1.121784158595586e-13
531,-1.204605006877045e-13
532,2.959453968262624e-14
533,4.8843356479823054e-14
534,-1.171685989894089e-13
535,-3.028705827693903e-14
536,7.538875131817479e-16
537,1.0741668245749133e-13
538,-1.6257595552944805e-13
539,-9.487128971607641e-14
540,-1.1186002914773034e-13
541,1.3002233257144849e-13
542,1.2643471678882153e-14
543,1.8261275153688655e-13
544,8.08393152853828e-14
545,5.809272815326921e-14
546,-1.463605177197336e-14
547,5.061499400864582e-14
548,1.0400360544872237e-13
549,-8.305472571177131e-14
550,-1.5844123953831796e-13
551,-1.9427264946049152e-13
552,-1.6349031997284434e-13
553,-1.439443063187639e-13
554,-1.9233901692715483e-14
555,-4.138203444947639e-15
556,2.4777861456812516e-14
557,-1.5077208238908343e-13
558,-7.247871808509357e-14
559,-9.261335965138276e-14
560,-1.3217581961138452e-13
561,-1.1535658773742126e-13
562,-1.2488452345468132e-13
563,-5.769315011018762e-14
564,5.0047441355074787e-14
565,-1.9838907131190035e-13
566,8.623802313096696e-14
567,4.499658352484182e-14
568,7.13985292460322e-14
569,-1.4747018871255137e-14
570,7.789041041421595e-14
571,-4.842103852045748e-14
572,-1.3409904621484187e-13
573,5.837701551233315e-14
574,-5.291592655329051e-14
575,-2.57851112355135e-13
576,1.9284559463721622e-14
577,4.7666289230676724e-14
578,-1.5202337534869665e-14
579,-1.7806605916561391e-13
580,8.959069174211827e-14
581,1.7050432780252e-13
582,-5.803954758970693e-14
583,-1.5324009977588156e-13
584,-5.93565292764078e-14
585,-9.404551178633992e-14
586,5.364273926153444e-14
587,-1.0676603766555347e-13
588,1.9584771168649263e-14
589,-9.665645520157889e-15
590,1.7123544712547615e-14
591,7.502555895114889e-14
592,-5.864121190308402e-14
593,-3.7143634291013264e-14
594,1.7469073390640653e-13
595,1.728827439790301e-13
596,7.170322745609838e-14
597,-2.7508359398151572e-14
598,4.2707251378764355e-14
599,-3.3055826716283576e-14
600,-1.1128053366663232e-13
601,9.45559054878048e-14
602,-8.493015783651035e-14
603,2.2171176604062474e-14
604,-3.5253306015592946e-14
605,-1.2244546174683656e-13
606,-1.619167216362039e-13
607,6.232782180830248e-14
608,2.186740507611252e-14
609,-4.6021986772788386e-14
610,-1.1381409219573229e-13
611,-4.0299920348954027e-14
612,-1.4163768312004737e-13
613,2.76976234095072e-14
614,2.9051226041644605e-14
615,-2.6131975638150938e-14
616,1.4407802919164602e-13
617,-7.904787599817659e-14
618,6.670871604580365e-14
619,-1.496353204902551e-13
620,-1.700686685149584e-14
621,-4.255879193289447e-15
622,-2.1506056278667214e-13
623,-9.700365970905519e-14
624,1.0954746387621538e-14
625,-1.172098062805687e-13
626,-1.2608413584328236e-13
627,-3.610426673029355e-15
628,-7.372823397591405e-15
629,-7.427304018683484e-14
630,-2.603380716189139e-14
631,1.5858897645247985e-13
632,1.4856603266641222e-13
633,1.2228880348466223e-13
634,-2.3323583168546633e-14
635,7.5076290674068e-14
636,2.6562734122058036e-14
637,1.4767988864056975e-13
638,2.103574423247636e-13
639,1.761672139444907e-13
640,1.1502297927862936e-13
641,7.243564186182379e-14
642,2.954634177761143e-14
643,1.7230160663095716e-14
644,-1.5976943064605504e-13
645,-7.892515550552829e-14
646,8.667201300548589e-14
647,1.151001476172992e-13
648,1.233441888610448e-13
649,-8.152598863086e-14
650,1.0870497405857278e-13
651,6.208347811828765e-14
652,-1.4775761415215451e-13
653,3.864856895883138e-14
654,9.454508577563069e-14
655,1.0302921536961741e-13
656,1.1382840936048243e-13
657,5.152315457615319e-14
658,8.253230612873174e-15
659,3.3340967858767253e-16
660,5.5982559790710865e-14
661,-1.4130829915430545e-13
662,1.8371375863119172e-14
663,1.3924024368298758e-13
664,5.2526843610910715e-14
665,1.88513833508083e-14
666,5.393257946737209e-14
667,-1.1801934609793542e-15
668,1.9070836704118074e-13
669,5.888691138671731e-14
670,-1.653450684202542e-13
671,-8.010402764429271e-14
672,1.2800874841997164e-14
673,-6.225168612216749e-14
674,1.972324674822039e-14
675,7.581831723815801e-14
676,-1.6900122904766836e-13
677,1.43025569691641e-14
678,9.527628852420576e-14
679,-1.1420189918904538e-13
680,-1.6387423710212856e-13
681,-1.0135128841237453e-13
682,3.0106099511509426e-14
683,-6.890679935237335e-14
684,-1.1259139853621657e-14
685,-3.1302413785200475e-14
686,9.446953102602421e-14
687,1.3421814374961567e-14
688,2.424063246142539e-13
689,5.907777072340324e-14
690,1.0018149245050665e-13
691,2.3747355797488577e-13
692,1.0402933736428227e-13
693,1.5516007247446152e-13
694,-7.036758029312598e-14
695,-3.7965715983258506e-14
696,1.9603407787431854e-13
697,3.088508005912206e-13
698,2.2903300010091235e-13
699,1.0461884171837856e-13
700,-4.0706952915740005e-15
701,1.8857169372295673e-13
702,9.189059309097606e-14
703,1.3239300506345762e-13
704,1.4043152134512724e-13
705,1.937420701775464e-13
706,1.3755810986724417e-13
707,1.3175840323246853e-13
708,5.731767117043497e-14
709,5.434800211025867e-14
710,7.288277662519594e-14
711,1.7367879151335796e-13
712,-8.342483922755664e-14
713,4.63733477086281e-14
714,1.4430772402181149e-13
715,5.3854170970380146e-14
716,2.5871012914989915e-14
717,1.9283937453666408e-13
718,1.1907838794253412e-13
719,1.4317028456290613e-13
720,-7.534433622843678e-14
721,6.042734571594808e-14
722,2.1954152049279317e-13
723,1.7103742133012622e-13
724,1.1754621079122709e-13
725,2.765178810402123e-14
726,-8.921928211107805e-15
727,-8.885938699773797e-14
728,-2.4437034388986652e-14
729,3.826390289513319e-14
730,-2.8876983933868723e-14
731,2.0669566502134744e-13
732,1.1340574686600951e-13
733,-9.067133895261911e-14
734,6.634715408111331e-14
735,4.717094445477754e-14
736,6.175296770345734e-14
737,4.3564007017805106e-14
738,-8.407569710799362e-14
739,1.1439865155080684e-13
740,1.7571864916069712e-13
741,8.246446267658885e-14
742,1.5092881258078621e-13
743,8.154459446872622e-14
744,-1.0238059903520034e-13
745,-1.2271810090454471e-13
746,-6.813814039625061e-14
747,3.9371500608280454e-14
748,7.36667336700002e-14
749,7.227164464810506e-15
750,-3.493286119547268e-14
751,1.2925028762850796e-13
752,1.7483894557063422e-14
753,4.7002044622892175e-14
754,2.1982905452071076e-14
755,1.495816386164798e-14
756,1.7749204725747393e-13
757,6.477564489726812e-14
758,9.390557557922985e-14
759,-2.817311324721703e-14
760,-4.7614298462764526e-14
761,1.1445363586769827e-13
762,4.04325474467684e-14
763,-1.4122958006516023e-13
764,-8.599896088982515e-14
765,-1.1376149217484956e-13
766,-1.5308766623258064e-13
767,-1.338570832111289e-13
768,1.7824938387268684e-15
769,-1.0414902676953891e-13
770,-4.5235204467989255e-14
771,-9.301232575878129e-14
772,-4.284902051915309e-14
773,1.5340837081803256e-13
774,5.1959761988456465e-14
775,3.4970786492258146e-14
776,-1.2602914285165447e-13
777,-1.0630133659752617e-13
778,1.0385773968855408e-13
779,2.6858046031822005e-14
780,9.08004703808884e-16
781,4.643323159956602e-14
782,-3.255134759735909e-14
783,1.8087241704083488e-13
784,1.0089405199800668e-13
785,4.475377213500687e-14
786,9.728648790253532e-14
787,-5.14160900323013e-14
788,-1.789190322452319e-13
789,-3.560409229885652e-14
790,5.052043377891197e-14
791,2.044510769113835e-14
792,-3.8346502757177923e-14
793,1.424092025426471e-13
794,2.8108374789043535e-14
795,4.783458974593907e-14
796,7.783124288655146e-14
797,1.5658302172044133e-13
798,8.343375510594546e-14
799,-4.643577594907864e-14
800,6.935760195691703e-14
801,1.736992534922967e-13
802,-2.55181793773022e-14
803,-9.65072362037795e-14
804,1.2188864246393801e-13
805,1.1663495026319884e-13
806,1.4804739726438765e-13
807,4.369405272378973e-14
808,-1.421131992161003e-13
809,-1.5651678483969495e-13
810,4.865046580491324e-14
811,6.764265729965443e-14
812,1.0184565350880333e-13
813,2.2704175239078345e-14
814,6.191461310525377e-14
815,5.1477996624730606e-14
816,-1.0675113118226186e-13
817,3.855768488155913e-14
818,1.3201152898412214e-13
819,1.216484176987811e-13
820,1.1577255745605718e-14
821,-1.961255915597219e-14
822,4.1156074789210956e-14
823,1.8796357730803834e-13
824,9.533748873902553e-14
825,1.190783295546487e-13
826,2.249085767630172e-14
827,2.2553139278375593e-13
828,1.1907820815456103e-13
829,1.4405482190611039e-13
830,9.951768423185869e-14
831,-6.60135656713135e-14
832,-2.6913267368452147e-14
833,1.725189302611075e-14
834,1.6669886222320802e-14
835,6.122825849414238e-14
836,7.32660067845391e-14
837,9.851385327786812e-14
838,1.9758228237196905e-13
839,1.5434292254047866e-13
840,1.3455596403295074e-13
841,1.6474790801556432e-13
842,-2.6606911565444816e-14
843,-2.868953990917439e-14
844,1.1201833735803538e-13
845,-7.500912881420148e-15
846,8.106310857316151e-15
847,1.5438710166595095e-13
848,1.205217087398782e-13
849,1.9653431349531548e-13
850,1.045574605028553e-13
851,1.2350449164813747e-13
852,1.2847989693580352e-13
853,-1.624028937588583e-14
854,-3.317842449185074e-14
855,4.489013344707996e-14
856,2.3972937597655146e-13
857,1.4018600964192556e-13
858,2.0545156467908347e-13
859,4.19464409671123e-13
860,3.413191590489573e-13
861,1.0829354711133813e-13
862,7.408357218563208e-14
863,2.889110437186873e-13
864,1.744728928041626e-13
865,3.268674910121998e-13
866,1.1759279973396135e-13
867,2.715387084881586e-13
868,2.2042496464287632e-13
869,1.5320676593877427e-13
870,8.73857004264069e-14
871,1.4326850493027705e-13
872,2.736860001439103e-13
873,1.177320567132776e-13
874,1.806919153461047e-13
875,2.65301632629304e-13
876,2.304774127776792e-13
877,3.160583451689986e-13
878,2.4654826417241647e-13
879,2.633683025496554e-13
880,2.349215671777131e-13
881,3.0009445217279246e-13
882,3.4157852539938704e-14
883,3.1963313160862567e-13
884,1.8577609733385753e-13
885,1.2275970378131935e-13
886,1.1489209845178803e-13
887,9.06582206783362e-14
888,-8.554325240251069e-14
889,1.2685287634920986e-13
890,1.1095516493605527e-13
891,1.7246470666637807e-13
892,-3.2568004116520604e-15
893,5.836867945794143e-15
894,3.0246972181687215e-13
895,1.22309874593969e-13
896,3.504209882474354e-14
897,1.8217782818080745e-13
898,2.7680699465203057e-14
899,1.2150992666517658e-13
900,1.1796591733120735e-13
901,3.0549666851885573e-13
902,2.479532335884164e-13
903,8.247427847546432e-14
904,1.6170516384751527e-13
905,1.282748708179582e-13
906,2.0388026233034907e-13
907,4.752815304795276e-14
908,1.8139423408471546e-13
909,2.1891951529835624e-13
910,1.7790745634543452e-13
911,-6.147073354499346e-14
912,2.2701706981149685e-14
913,1.5589752281082373e-13
914,2.881145198971235e-13
915,2.1611148826659355e-13
916,1.3107804340733148e-13
917,8.910887451552408e-14
918,-1.0120775517773464e-13
919,2.345819458953887e-13
920,2.0754088105684201e-13
921,1.6379944827215077e-13
922,1.5758647294570755e-13
923,-5.689820168964662e-14
924,1.6268166010595265e-14
925,9.038144295162143e-14
926,7.351240042570615e-14
927,2.026889800603648e-13
928,1.848348998687926e-13
929,1.2879362653185395e-13
930,1.3919969574417895e-13
931,1.3577522716480568e-13
932,1.7405970401120333e-13
933,-1.3464832114992404e-14
934,1.3094253224924005e-13
935,1.775965770137137e-13
936,2.8759188167314137e-13
937,9.828389693918578e-14
938,4.673526732955197e-14
939,2.6339476088865646e-14
940,9.387533357926002e-14
941,4.142472934896663e-14
942,6.30579857141389e-14
943,1.8186194390997027e-13
944,2.536756100230698e-13
945,1.4641959345050896e-13
946,4.46552782877477e-15
947,2.2434894053391468e-13
948,3.490411626962975e-14
949,7.241662310716386e-14
950,6.786474977742722e-14
951,8.614762960839987e-14
952,1.3974251043837865e-13
953,2.283198481662203e-13
954,-6.21012355447983e-14
955,4.2760602130323713e-14
956,1.9291406657880198e-13
957,1.6032270470234378e-13
958,1.0057017769838056e-13
959,8.827182109087389e-15
960,1.3664774643452265e-13
961,1.2033752477354768e-14
962,-3.3918562229217025e-14
963,3.385912758834277e-13
964,2.533398203267397e-13
965,-4.390945978378425e-14
966,1.2892618666501384e-13
967,2.3409137320561594e-13
968,2.1046588676147943e-14
969,2.354771962212796e-13
970,1.1078785645825789e-13
971,3.1303067974976884e-13
972,2.010747000535815e-13
973,4.7700221548193314e-14
974,1.9988199758376264e-13
975,2.1108070100207789e-13
976,1.1294446361518969e-13
977,-5.955180558668944e-14
978,3.4509553203265324e-15
979,-3.3391474708742415e-14
980,6.4167207198935895e-15
981,1.7918427350468517e-13
982,4.9654296863794264e-14
983,5.4430059000766765e-15
984,3.9584055659690273e-13
985,1.6574474320790185e-13
986,-2.5982146876220282e-14
987,-6.913058999644338e-14
988,4.304658602345335e-14
989,1.4968193600192392e-13
990,6.297302315182321e-14
991,1.446236117583317e-13
992,1.4666603346408379e-13
993,-1.344113006871163e-13
994,-1.2286259603273508e-13
995,2.285249191542424e-13
996,-8.589817633913709e-14
997,8.031929504561895e-14
998,6.114290986594137e-14
999,-8.216028484766452e-14
1000,-1.4172420561116545e-13
1001,-1.5221249996681944e-13
1002,1.77924950380072e-13
1003,5.658626736542327e-14
1004,3.382826084745307e-14
1005,7.704258407372388e-15
1006,-6.441584893064099e-15
1007,1.4323513824695447e-13
1008,3.655575210201675e-14
1009,5.376674265366175e-15
1010,-5.4703981908886394e-14
1011,1.0776942768341142e-13
